loss,params,iteration,estimators,train_time
0.9941529551218322,"{'learning_rate': 0.006308724863370289, 'max_depth': 12, 'max_features': 4, 'min_samples_split': 3, 'subsample': 0.8461234578119237}",134,84,0.22595791400090093
0.9691183878300632,"{'learning_rate': 0.025230723913148883, 'max_depth': 11, 'max_features': 2, 'min_samples_split': 5, 'subsample': 0.7896005585660686}",135,42,0.1648879010026576
0.9920573679956792,"{'learning_rate': 0.0038679633507228985, 'max_depth': 8, 'max_features': 9, 'min_samples_split': 6, 'subsample': 0.9985173042890821}",136,100,0.432328024005983
0.9913237040837379,"{'learning_rate': 0.017005511540388443, 'max_depth': 14, 'max_features': 2, 'min_samples_split': 5, 'subsample': 0.6393630762004242}",137,35,0.12984083300398197
0.9497519902196472,"{'learning_rate': 0.07626789509533251, 'max_depth': 15, 'max_features': 3, 'min_samples_split': 2, 'subsample': 0.8937701018068818}",138,13,0.08831119199749082
0.9505703635214847,"{'learning_rate': 0.03369026238628565, 'max_depth': 9, 'max_features': 5, 'min_samples_split': 6, 'subsample': 0.9814051772877929}",139,95,0.2197646260028705
0.9727581234666158,"{'learning_rate': 0.11657774423447692, 'max_depth': 18, 'max_features': 8, 'min_samples_split': 6, 'subsample': 0.5413142283691812}",140,13,0.06626994300313527
0.9889935315881867,"{'learning_rate': 0.014110225027759079, 'max_depth': 12, 'max_features': 1, 'min_samples_split': 5, 'subsample': 0.9774358283897085}",141,39,0.13137481900048442
0.9529608003416647,"{'learning_rate': 0.09315047277891507, 'max_depth': 10, 'max_features': 6, 'min_samples_split': 2, 'subsample': 0.9970247077950365}",142,21,0.09564491499622818
0.9534088599282452,"{'learning_rate': 0.1602432353954977, 'max_depth': 13, 'max_features': 3, 'min_samples_split': 6, 'subsample': 0.9980262021380532}",143,6,0.06995745000313036
0.9249865353946161,"{'learning_rate': 0.1999248121736705, 'max_depth': 14, 'max_features': 4, 'min_samples_split': 5, 'subsample': 0.9698842260523449}",144,6,0.0613030489985249
0.9800341146799845,"{'learning_rate': 0.06789280795718908, 'max_depth': 6, 'max_features': 2, 'min_samples_split': 3, 'subsample': 0.9288882729725287}",145,14,0.07609812200098531
0.9398183095266476,"{'learning_rate': 0.131268675490915, 'max_depth': 19, 'max_features': 4, 'min_samples_split': 4, 'subsample': 0.9595530891047603}",146,12,0.0777370469950256
0.9519918393332222,"{'learning_rate': 0.1763347700468666, 'max_depth': 17, 'max_features': 5, 'min_samples_split': 3, 'subsample': 0.946439803113283}",147,7,0.062139491994457785
0.9214931306500158,"{'learning_rate': 0.14683518592701925, 'max_depth': 15, 'max_features': 3, 'min_samples_split': 3, 'subsample': 0.9389136140678621}",148,20,0.09018956000363687
0.9413955711258947,"{'learning_rate': 0.10950073653170521, 'max_depth': 16, 'max_features': 4, 'min_samples_split': 4, 'subsample': 0.9114233530493252}",149,13,0.09935249800037127
0.9493734666329424,"{'learning_rate': 0.11968631599385207, 'max_depth': 4, 'max_features': 5, 'min_samples_split': 4, 'subsample': 0.9642517758213912}",150,15,0.08159035599965136
0.9487797137530765,"{'learning_rate': 0.1577871438021717, 'max_depth': 18, 'max_features': 4, 'min_samples_split': 3, 'subsample': 0.9535835270718146}",151,9,0.06552622000162955
0.9565442731362761,"{'learning_rate': 0.10108108744704444, 'max_depth': 12, 'max_features': 4, 'min_samples_split': 5, 'subsample': 0.864342277153521}",152,11,0.06841751199681312
0.9967395410600266,"{'learning_rate': 0.002569294297699919, 'max_depth': 20, 'max_features': 3, 'min_samples_split': 4, 'subsample': 0.8851939364581904}",153,85,0.36712041700229747
0.9251266356608839,"{'learning_rate': 0.1882678459632049, 'max_depth': 19, 'max_features': 5, 'min_samples_split': 3, 'subsample': 0.9217496918510022}",154,7,0.07276563099730993
0.9623615325398353,"{'learning_rate': 0.08691853924382738, 'max_depth': 7, 'max_features': 3, 'min_samples_split': 4, 'subsample': 0.9337627440860335}",155,27,0.07910699800413568
0.942049047301015,"{'learning_rate': 0.1341692918980709, 'max_depth': 21, 'max_features': 4, 'min_samples_split': 5, 'subsample': 0.9054945059187214}",156,36,0.08849874999577878
